doc_small_0.2_0.5_0.996320257302639	keine Funktion abzubrechen, springe zum Top Level	doTryCatch, return(expr), name, parentenv, handler
doc_small_0.2_0.5_0.996320257302639	keine Funktion abzubrechen, springe zum Top Level	doTryCatch, return(expr), name, parentenv, handler
doc_small_0.2_0.5_0.996320257302639	keine Funktion abzubrechen, springe zum Top Level	doTryCatch, return(expr), name, parentenv, handler
