name	maxEnrichment	numberClusters	meanEnrichment	meanPValue	sumEnrichment	sumPValue	meanInd	meanDims	meanPheno	time
som_small_1Layer_49_100_0.05;0.001	9.49736419288957_0.00205767276496137	15_25_40	5.80313875165156_1.62150051875865_3.18961485609349	0.0203075728982826_0.382648087989355_0.246770394830203	87.0470812747733_40.5375129689662_127.58459424374	0.304613593474239_9.56620219973387_9.87081579320811	8.73333333333333_7.76_8.125	NA_NA_NA	0.472078104124231_0.260411448726055_0.339786444500371	0.154
som_small_1Layer_49_100_0.05;0.001	11.6374829917108_0.000646360047712918	12_33_45	6.69986204540736_1.33357689041108_2.76458626507676	0.0148038941867119_0.485878556492397_0.360258646544214	80.3983445448883_44.0080373835657_124.406381928454	0.177646730240543_16.0339923642491_16.2116390944896	8.41666666666667_7.27272727272727_7.57777777777778	NA_NA_NA	0.499531835205993_0.239889212667558_0.309127245344474	0.154
som_small_1Layer_49_100_0.05;0.01	10.3078878287258_0.00132462804079996	15_31_46	5.95222454438562_1.18356958615874_2.73856576818924	0.0195921343304933_0.442280326669341_0.304447220471891	89.2833681657844_36.6906571709209_125.974025336705	0.293882014957399_13.7106901267496_14.004572141707	8.13333333333333_7.19354838709677_7.5	NA_NA_NA	0.486100707449022_0.244097723990801_0.323011740335873	0.16
som_small_1Layer_49_100_0.05;0.01	8.43874136838577_0.00367310385363118	12_33_45	5.81022953300216_1.28987608249011_2.49530366929332	0.0201566871137086_0.479476646681224_0.356991324129887	69.7227543960259_42.5659107221735_112.288665118199	0.241880245364504_15.8227293404804_16.0646095858449	7.83333333333333_7.48484848484848_7.57777777777778	NA_NA_NA	0.490730337078652_0.229589452086898_0.299227021418033	0.154
som_small_1Layer_49_100_0.05;0.01	10.3078878287258_0.00132462804079996	16_26_42	5.65640133994123_0.93433414841913_2.7332168880466	0.0229065835266499_0.515907508712659_0.328097632451322	90.5024214390597_24.2926878588974_114.795109297957	0.366505336426399_13.4135952265291_13.7801005629555	8_7.73076923076923_7.83333333333333	NA_NA_NA	0.480772613778232_0.208171367430227_0.312019461277086	0.153
som_small_1Layer_49_100_0.08;0.01	10.563709856385_0.00115329499428088	18_26_44	5.77114002793182_0.934179299030173_2.91293596085357	0.0227783664286356_0.508570559322212_0.309837389502113	103.880520502773_24.2886617747845_128.169182277557	0.410010595715442_13.2228345423775_13.632845138093	8.22222222222222_7.23076923076923_7.63636363636364	NA_NA_NA	0.476929091161301_0.209380787751574_0.31883236641919	0.16
som_small_1Layer_49_100_0.08;0.01	11.6374829917108_0.000646360047712918	16_27_43	6.38216613533915_0.910067979706905_2.94619752598867	0.0198230345087768_0.560863591103817_0.35954617469636	102.114658165426_24.5718354520864_126.686493617513	0.317168552140428_15.143316959803_15.4604855119435	8.5_7.40740740740741_7.81395348837209	NA_NA_NA	0.487022613778232_0.210516976434579_0.313402794981055	0.156
som_small_1Layer_49_100_0.08;0.01	9.49736419288957_0.00205767276496137	17_28_45	5.70522169806781_1.1488340094901_2.87013602517501	0.0221516250437064_0.497133271850514_0.317695760834609	96.9887688671528_32.1673522657228_129.156121132876	0.37657762574301_13.9197316118144_14.2963092375574	8_7.28571428571429_7.55555555555556	NA_NA_NA	0.483222047101756_0.221999923564932_0.320683836901065	0.158
som_small_1Layer_49_200_0.05;0.001	9.26547281603909_0.00233514188037439	17_28_45	5.93880262686916_1.104991989655_2.93109823038035	0.0214364013946739_0.509251258368756_0.324965645734103	100.959644656776_30.9397757103401_131.899420367116	0.364418823709457_14.2590352343252_14.6234540580346	8.58823529411765_7.03571428571429_7.62222222222222	NA_NA_NA	0.470746126165822_0.223896092315033_0.317150549547553	0.303
som_small_1Layer_49_200_0.05;0.001	8.23064231488267_0.00411889497599779	11_34_45	5.57605529359867_1.30405960957751_2.34832522122713	0.0250060114450606_0.450947803158101_0.346828698517136	61.3366082295854_44.3380267256352_105.674634955221	0.275066125895666_15.3322253073755_15.6072914332711	8.45454545454546_7.35294117647059_7.62222222222222	NA_NA_NA	0.463880376801725_0.238162774473085_0.293338188375642	0.291
som_small_1Layer_49_200_0.05;0.001	7.38829278096502_0.00656497716525527	15_30_45	5.97005257256315_1.32759112368105_2.87507827330842	0.0177346063598108_0.475953569371705_0.323213915034407	89.5507885884473_39.8277337104315_129.378522298879	0.266019095397162_14.2786070811512_14.5446261765483	8.13333333333333_7.36666666666667_7.62222222222222	NA_NA_NA	0.486344720614384_0.23109089828191_0.316175505726068	0.286
som_small_1Layer_49_200_0.05;0.01	9.26547281603909_0.00233514188037439	18_28_46	5.38958718083204_1.41247669588518_2.9687373204296	0.0250805211099796_0.422977792575716_0.267278860263037	97.0125692549768_39.549347484785_136.561916739762	0.451449379979632_11.8433781921201_12.2948275720997	7.83333333333333_7.39285714285714_7.56521739130435	NA_NA_NA	0.477360370244265_0.254267061189212_0.341564442993363	0.299
som_small_1Layer_49_200_0.05;0.01	9.26547281603909_0.00233514188037439	15_30_45	6.01340551190104_1.04054407536058_2.6981645542074	0.0201793431779052_0.488017739688488_0.332071607518293	90.2010826785155_31.2163222608175_121.417404939333	0.302690147668578_14.6405321906546_14.9432223383232	8.4_7.16666666666667_7.57777777777778	NA_NA_NA	0.479808572617561_0.224453321335344_0.309571738429416	0.288
som_small_1Layer_49_200_0.05;0.01	9.49736419288957_0.00205767276496137	18_24_42	5.47912915194919_1.03166916273322_2.93772344382578	0.0252983828514077_0.444627925630777_0.264915264439619	98.6243247350854_24.7600599055973_123.384384640683	0.455370891325339_10.6710702151386_11.126441106464	7.88888888888889_7.83333333333333_7.85714285714286	NA_NA_NA	0.478707171591067_0.222377449589528_0.332233044733045	0.292
som_small_1Layer_49_200_0.08;0.01	10.563709856385_0.00115329499428088	14_29_43	5.83838869789172_1.2273761070013_2.72863602031446	0.02041174434648_0.504591121247726_0.346951324117088	81.7374417704841_35.5939071030377_117.331348873522	0.28576442085072_14.633142516184_14.9189069370348	8.28571428571429_7.48275862068965_7.74418604651163	NA_NA_NA	0.479067561651831_0.221418591740173_0.305304302874201	0.306
som_small_1Layer_49_200_0.08;0.01	10.3078878287258_0.00132462804079996	17_27_44	5.20889494061293_1.01072807218403_2.63274708953156	0.0311296961033978_0.48440132780366_0.309273651919468	88.5512139904198_27.2896579489689_115.840871939389	0.529204833757763_13.0788358506988_13.6080406844566	7.70588235294118_7.62962962962963_7.65909090909091	NA_NA_NA	0.474994492178894_0.218250034979124_0.317446757079035	0.276
som_small_1Layer_49_200_0.08;0.01	8.23064231488267_0.00411889497599779	15_30_45	5.644496394231_1.20193772773907_2.68279061656972	0.0218290657337412_0.472836752766043_0.322500857088609	84.667445913465_36.0581318321721_120.725577745637	0.327435986006118_14.1851025829813_14.5125385689874	8.86666666666667_6.93333333333333_7.57777777777778	NA_NA_NA	0.452510498240835_0.244969059238722_0.314149538906093	0.275
som_small_1Layer_49_50_0.05;0.001	7.38829278096502_0.00656497716525527	13_28_41	5.65387037678315_1.18754321803741_2.60369573178606	0.021576671484319_0.416616322916118_0.291359848071889	73.5003148981809_33.2512101050476_106.751525003228	0.280496729296147_11.6652570416513_11.9457537709475	8.15384615384615_7.92857142857143_8	NA_NA_NA	0.476818749290659_0.24388845170346_0.317744399718913	0.0899999999999999
som_small_1Layer_49_50_0.05;0.001	8.43874136838577_0.00367310385363118	16_25_41	5.75665057067928_1.03071418122242_2.87498204052266	0.0217480412852883_0.536239544566893_0.335462372554559	92.1064091308685_25.7678545305606_117.874263661429	0.347968660564613_13.4059886141723_13.7539572747369	9.0625_7.24_7.95121951219512	NA_NA_NA	0.456597222222222_0.208371321562333_0.30523996572229	0.0840000000000001
som_small_1Layer_49_50_0.05;0.001	9.26547281603909_0.00233514188037439	17_24_41	6.53247566061864_1.02094933043046_3.30621634538654	0.0145410889180094_0.497509243379539_0.297254154944271	111.052086230517_24.5027839303311_135.554870160848	0.24719851160616_11.9402218411089_12.1874203527151	8.64705882352941_7.54166666666667_8	NA_NA_NA	0.490731123910238_0.216347540048383_0.330116343113055	0.0840000000000001
som_small_1Layer_49_50_0.05;0.01	8.43874136838577_0.00367310385363118	19_29_48	5.5778569318021_0.769567426739932_2.67284868916037	0.0240769654184021_0.568691696925854_0.353115032370821	105.97928170424_22.317455375458_128.296737079698	0.457462342949641_16.4920592108498_16.9495215537994	8.31578947368421_6.68965517241379_7.33333333333333	NA_NA_NA	0.466412498730654_0.19709291956483_0.303698586317968	0.153
som_small_1Layer_49_50_0.05;0.01	10.3078878287258_0.00132462804079996	14_27_41	6.11514706197372_1.2813430511011_2.9319102743259	0.0200488495723219_0.461142460196021_0.310525129739148	85.6120588676321_34.5962623797297_120.208321247362	0.280683894012506_12.4508464252926_12.7315303193051	9.07142857142857_7.37037037037037_7.95121951219512	NA_NA_NA	0.4738050650972_0.239858621288084_0.31974277283266	0.14
som_small_1Layer_49_50_0.05;0.01	9.26547281603909_0.00233514188037439	16_28_44	6.2232481383443_0.744955673221373_2.73706202417516	0.017610000253422_0.607441608934483_0.392957387595915	99.5719702135088_20.8587588501985_120.430729063707	0.281760004054752_17.0083650501655_17.2901250542203	8.5625_7.17857142857143_7.68181818181818	NA_NA_NA	0.481940543071161_0.180394504060234_0.290047609155117	0.141
som_small_1Layer_49_50_0.08;0.01	7.38829278096502_0.00656497716525527	16_28_44	5.29376656363456_0.938356274366212_2.52214183410016	0.0246254597277438_0.527571053008308_0.34468174636083	84.7002650181529_26.2739756822539_110.974240700407	0.3940073556439_14.7719894842326_15.1659968398765	7.25_7.85714285714286_7.63636363636364	NA_NA_NA	0.493398876404494_0.207673873745302_0.311573874712281	0.0899999999999999
som_small_1Layer_49_50_0.08;0.01	9.49736419288957_0.00205767276496137	15_26_41	5.93906516278225_1.26526930368307_2.97519461798765	0.0219207787973986_0.450946958891489_0.29398616129609	89.0859774417338_32.8970018957597_121.982979337494	0.32881168196098_11.7246209311787_12.0534326131397	8.53333333333333_7.57692307692308_7.92682926829268	NA_NA_NA	0.473800876609865_0.235445588935217_0.322648742962528	0.0820000000000003
som_small_1Layer_49_50_0.08;0.01	10.563709856385_0.00115329499428088	16_25_41	5.87833803637733_1.43035233576204_3.16615163356313	0.0221481474754478_0.390599235654064_0.246813445145336	94.0534085820373_35.7588083940511_129.812216976088	0.354370359607165_9.76498089135161_10.1193512509588	8.5625_7.56_7.95121951219512	NA_NA_NA	0.473603308364544_0.248451351395172_0.336315529724683	0.0840000000000001
som_small_2Layer_100_100_0.05;0.001	6.18579835953942_0.0128779588916757	4_18_22	4.93149554125741_1.74444974577047_2.32391261767719	0.029375814644112_0.330968708922976_0.27613363723591	19.7259821650296_31.4000954238685_51.1260775888982	0.117503258576448_5.95743676061357_6.07494001919002	6.75_5.66666666666667_5.86363636363636	NA_NA_NA	0.497191011235955_0.339285714285714_0.367995768276667	0.55
som_small_2Layer_100_100_0.05;0.001	7.20384891926262_0.00727473932800736	8_22_30	5.35508188555234_1.4365426018956_2.48148641087073	0.0242934164060037_0.400733521482001_0.300349493461735	42.8406550844187_31.6039372417032_74.4445923261219	0.194347331248029_8.81613747260403_9.01048480385206	7.125_5.54545454545455_5.96666666666667	NA_NA_NA	0.499297752808989_0.30419037890948_0.356219011949349	0.531
som_small_2Layer_100_100_0.05;0.001	5.31517003227674_0.0211405306221845	10_22_32	4.42858835945991_1.08418342141396_2.12930996455332	0.0363020116470205_0.549628921773007_0.389214262358636	44.2858835945991_23.8520352711072_68.1379188657063	0.363020116470205_12.0918362790062_12.4548563954764	6.2_5.5_5.71875	NA_NA_NA	0.499438202247191_0.252621114840216_0.329751454654896	0.527
som_small_2Layer_100_100_0.05;0.01	5.31517003227674_0.0211405306221845	2_24_26	4.74822349884578_1.48879604449182_1.73952123328828	0.0310067120242787_0.407826207100581_0.378840092094712	9.49644699769157_35.7311050678036_45.2275520654952	0.0620134240485574_9.78782897041395_9.8498423944625	6.5_5.66666666666667_5.73076923076923	NA_NA_NA	0.5_0.308269796682718_0.32301827386097	0.534
som_small_2Layer_100_100_0.05;0.01	6.18579835953942_0.0128779588916757	4_20_24	5.43262588978855_1.24152585540256_1.94004252780023	0.0223770810104377_0.426061036871732_0.358780377561516	21.7305035591542_24.8305171080513_46.5610206672055	0.0895083240417506_8.52122073743463_8.61072906147638	7.25_5.45_5.75	NA_NA_NA	0.497191011235955_0.294397405029427_0.328196339397182	0.53
som_small_2Layer_100_100_0.05;0.01	5.31517003227674_0.0211405306221845	5_21_26	4.43091344307676_1.2857475596528_1.89058715261895	0.0363942159058693_0.482359539238814_0.396596977059401	22.1545672153838_27.0006987527089_49.1552659680927	0.181971079529346_10.1295503240151_10.3115214035444	6.2_5.61904761904762_5.73076923076923	NA_NA_NA	0.499438202247191_0.278900099365589_0.321311272996666	0.544
som_small_2Layer_100_100_0.08;0.01	6.09699336689123_0.0135412082945112	4_19_23	4.95278893079652_1.25720992688202_1.89991931886715	0.028393826256413_0.462305605137847_0.38684268707151	19.8111557231861_23.8869886107585_43.6981443339445	0.113575305025652_8.78380649761909_8.89738180264474	8.25_5.42105263157895_5.91304347826087	NA_NA_NA	0.455081716036772_0.283195347920363_0.313088629331912	0.601
som_small_2Layer_100_100_0.08;0.01	4.18127696541483_0.0408728934263729	4_16_20	4.17929117473118_1.23167787359752_1.82120053382425	0.0409209005354595_0.538414561471371_0.438915829284189	16.7171646989247_19.7068459775602_36.4240106764849	0.163683602141838_8.61463298354194_8.77831658568378	6.75_5.3125_5.6	NA_NA_NA	0.4708177278402_0.261470037453183_0.303339575530587	0.508
som_small_2Layer_100_100_0.08;0.01	4.29556628686257_0.0382118686280434	4_18_22	4.20786350509311_1.47187506549239_1.96932750905616	0.0402556443358772_0.428944528934957_0.358273822644215	16.8314540203724_26.4937511788631_43.3252051992355	0.161022577343509_7.72100152082923_7.88202409817273	6.75_5.22222222222222_5.5	NA_NA_NA	0.472222222222222_0.310989239640925_0.340304327382979	0.498
som_small_2Layer_100_200_0.05;0.001	7.38829278096502_0.00656497716525527	3_22_25	5.20152355092775_1.82120770377325_2.22684560543179	0.0306678406649425_0.373884767049344_0.332698735883216	15.6045706527833_40.0665694830115_55.6711401357948	0.0920035219948275_8.22546487508558_8.3174683970804	8_5.45454545454545_5.76	NA_NA_NA	0.462026633374948_0.342300817160368_0.356667915106117	1.053
som_small_2Layer_100_200_0.05;0.001	5.31517003227674_0.0211405306221845	5_19_24	4.43091344307676_1.19590786055849_1.86986735691647	0.0363942159058693_0.433978389503584_0.351148353337393	22.1545672153838_22.7222493506114_44.8768165659952	0.181971079529346_8.2455894005681_8.42756048009744	6.2_5.73684210526316_5.83333333333333	NA_NA_NA	0.499438202247191_0.278343330235702_0.324404761904762	1.066
som_small_2Layer_100_200_0.05;0.001	7.38829278096502_0.00656497716525527	5_23_28	5.84890418442046_1.28950241377116_2.1036813013871	0.0172684984686337_0.496148918405864_0.410634557702787	29.2445209221023_29.6585555167366_58.9030764388389	0.0863424923431683_11.4114251233349_11.497767615678	7.6_5.47826086956522_5.85714285714286	NA_NA_NA	0.499438202247191_0.282066089748063_0.320882538408622	1.047
som_small_2Layer_100_200_0.05;0.01	5.31517003227674_0.0211405306221845	2_24_26	4.74822349884578_1.56063102111899_1.80583044248259	0.0310067120242787_0.411357464740166_0.382099714531251	9.49644699769157_37.4551445068557_46.9515915045473	0.0620134240485574_9.87257915376398_9.93459257781254	6.5_5.58333333333333_5.65384615384615	NA_NA_NA	0.5_0.3090303786933_0.323720349563046	1.051
som_small_2Layer_100_200_0.05;0.01	5.31517003227674_0.0211405306221845	3_20_23	4.55924132103547_1.46331667536149_1.86713293349288	0.0342954391583101_0.423110806530668_0.372395758612534	13.6777239631064_29.2663335072299_42.9440574703363	0.10288631747493_8.46221613061335_8.56510244808828	6.33333333333333_5.6_5.69565217391304	NA_NA_NA	0.499063670411985_0.304890315676833_0.330217274990113	1.025
som_small_2Layer_100_200_0.05;0.01	5.31517003227674_0.0211405306221845	6_20_26	4.59213876170087_1.68647572327679_2.3570133475285	0.0332867618668435_0.366019876992852_0.289235311963773	27.5528325702052_33.7295144655357_61.2823470357409	0.199720571201061_7.32039753985705_7.52011811105811	6.83333333333333_5.45_5.76923076923077	NA_NA_NA	0.483354140657511_0.331941323345818_0.366882742725439	0.999000000000001
som_small_2Layer_100_200_0.08;0.01	5.17762987466055_0.0228795128320264	4_20_24	4.73659808076156_1.57998877368002_2.10609032486028	0.0305456907300349_0.396013131813185_0.33510189163266	18.9463923230462_31.5997754736004_50.5461677966466	0.12218276292014_7.92026263626371_8.04244539918385	6.5_5.45_5.625	NA_NA_NA	0.5_0.314695024077047_0.345579186730872	1.111
som_small_2Layer_100_200_0.08;0.01	5.31517003227674_0.0211405306221845	6_21_27	4.57441440191535_1.16614489529621_1.92353811898935	0.0336982612605072_0.518048255602934_0.410414923526839	27.4464864114921_24.4890428012205_51.9355292127126	0.202189567563043_10.8790133676616_11.0812029352247	6.33333333333333_5.38095238095238_5.59259259259259	NA_NA_NA	0.5_0.26612015592754_0.318093454610309	1.03
som_small_2Layer_100_200_0.08;0.01	5.31517003227674_0.0211405306221845	4_21_25	4.71383845944174_1.51351566019713_2.02556730807627	0.0314414575767392_0.434758698752078_0.370227940164024	18.8553538377669_31.7838288641398_50.6391827019068	0.125765830306957_9.12993267379364_9.2556985041006	6.5_5.28571428571429_5.48	NA_NA_NA	0.498595505617978_0.305779765089556_0.336630283574104	0.994000000000001
som_small_2Layer_100_50_0.05;0.001	6.34672297881927_0.0117598332647154	6_23_29	4.89531975357762_1.29307691910953_2.03836854003396	0.0309113901772588_0.428967665617686_0.346611194836908	29.3719185214658_29.7407691395192_59.1126876609849	0.185468341063553_9.86625630920677_10.0517246502703	6.66666666666667_5.95652173913043_6.10344827586207	NA_NA_NA	0.499063670411985_0.275998363846434_0.322149806584134	0.294
som_small_2Layer_100_50_0.05;0.001	5.17762987466055_0.0228795128320264	6_19_25	4.51541522373229_1.21807407411655_2.00943595002433	0.03449527082196_0.372269228002696_0.291203478279319	27.0924913423937_23.1434074082145_50.2358987506082	0.20697162493176_7.07311533205121_7.28008695698297	6.83333333333333_5.84210526315789_6.08	NA_NA_NA	0.482397003745318_0.295879445805525_0.340643659711075	0.283
som_small_2Layer_100_50_0.05;0.001	6.34672297881927_0.0117598332647154	6_27_33	5.06525371114665_1.48247007270542_2.13388527969474	0.0280661671762824_0.40287294667821_0.334726259496041	30.3915222668799_40.0266919630465_70.4182142299264	0.168397003057694_10.8775695603117_11.0459665633694	6.83333333333333_5.40740740740741_5.66666666666667	NA_NA_NA	0.499063670411985_0.314068723619285_0.347704168490685	0.277
som_small_2Layer_100_50_0.05;0.01	4.29556628686257_0.0382118686280434	3_25_28	4.25746984637999_1.52580062312168_1.81847946847079	0.0390988768941532_0.474843669277823_0.428156727236716	12.77240953914_38.1450155780421_50.917425117182	0.11729663068246_11.8710917319456_11.988388362628	6_5.88_5.89285714285714	NA_NA_NA	0.500936329588015_0.2827924023542_0.306164965986395	0.385
som_small_2Layer_100_50_0.05;0.01	5.31517003227674_0.0211405306221845	5_19_24	4.8065967424855_1.87479403760753_2.48558626779044	0.0297290686277966_0.379976901201641_0.307008602748757	24.0329837124275_35.621086714543_59.6540704269705	0.148645343138983_7.21956112283118_7.36820646597016	6.6_5.47368421052632_5.70833333333333	NA_NA_NA	0.498314606741573_0.33050111233139_0.365462257000178	0.283
som_small_2Layer_100_50_0.05;0.01	5.17762987466055_0.0228795128320264	7_19_26	4.3889212789915_1.37317838812969_2.18510916643864	0.036781824885278_0.477666734365833_0.358966951044145	30.7224489529405_26.090389374464_56.8128383274045	0.257472774196946_9.07566795295083_9.33314072714778	6.14285714285714_5.57894736842105_5.73076923076923	NA_NA_NA	0.500401284109149_0.279230379319084_0.338776392147179	0.278
som_small_2Layer_100_50_0.08;0.01	5.31517003227674_0.0211405306221845	6_21_27	4.59346262215664_1.36495655777493_2.08240234985976	0.0332547571274523_0.480538029484684_0.381141746738633	27.5607757329398_28.6640877132736_56.2248634462134	0.199528542764714_10.0912986191784_10.2908271619431	6.33333333333333_5.52380952380952_5.7037037037037	NA_NA_NA	0.500936329588015_0.280916074294887_0.329809464360026	0.375
som_small_2Layer_100_50_0.08;0.01	4.29556628686257_0.0382118686280434	5_22_27	4.24985055828347_1.33006645485764_1.87076721475131	0.0392762785473752_0.395422775044776_0.32946972013785	21.2492527914174_29.261462006868_50.5107147982853	0.196381392736876_8.69930105098506_8.89568244372194	6_5.5_5.59259259259259	NA_NA_NA	0.500561797752809_0.301809426528528_0.338615421199691	0.286
som_small_2Layer_100_50_0.08;0.01	5.31517003227674_0.0211405306221845	6_19_25	4.57441440191535_1.22921902691672_2.03206591691639	0.0336982612605072_0.466595905883071_0.362700471173656	27.4464864114921_23.3551615114176_50.8016479229097	0.202189567563043_8.86532221177835_9.06751177934139	6.33333333333333_5.36842105263158_5.6	NA_NA_NA	0.5_0.285110247528935_0.33668378812199	0.302
som_small_2Layer_25_100_0.05;0.001	12.9891740049869_0.000313297146475343	15_10_25	9.27343794019275_1.08421373334689_5.9977482574544	0.00485704356830094_0.479310298235243_0.194638345435078	139.101569102891_10.8421373334689_149.94370643636	0.0728556535245141_4.79310298235243_4.86595863587695	13.9333333333333_14.7_14.24	NA_NA_NA	0.43711815197605_0.146986918525756_0.321065658595932	0.167
som_small_2Layer_25_100_0.05;0.001	17.1129070497283_3.52221238739735e-05	13_12_25	10.249765084711_0.689729899466877_5.66094819579381	0.00378775843339309_0.625774677200579_0.302341479441642	133.246946101243_8.27675879360253_141.523704894845	0.0492408596341101_7.50929612640695_7.55853698604106	15.0769230769231_13.3333333333333_14.24	NA_NA_NA	0.439978148503286_0.113447445840609_0.283243411225201	0.162
som_small_2Layer_25_100_0.05;0.001	18.3536206366884_1.83469996777875e-05	15_10_25	9.30686505795692_0.881091343541538_5.93655557219077	0.00646673342970028_0.515059117790933_0.209903687174193	139.602975869354_8.81091343541538_148.413889304769	0.0970010014455043_5.15059117790933_5.24759217935484	14.2666666666667_14.2_14.24	NA_NA_NA	0.433849470293046_0.142296820826233_0.317228410506321	0.162
som_small_2Layer_25_100_0.05;0.01	13.8065996088019_0.000202623231489449	13_12_25	8.91925543749981_1.28383559999253_5.25425391549631	0.010151201949362_0.412168292723767_0.203119405521076	115.950320687497_15.4060271999104_131.356347887408	0.131965625341706_4.9460195126852_5.07798513802691	14_14.5_14.24	NA_NA_NA	0.441720514192424_0.165292567093625_0.309035099585	0.229
som_small_2Layer_25_100_0.05;0.01	17.2636692853715_3.25348446342173e-05	14_11_25	9.28202344403585_1.63861870643065_5.91892535948956	0.0111211659167323_0.479898666600769_0.217383266217709	129.948328216502_18.0248057707371_147.973133987239	0.155696322834252_5.27888533260846_5.43458165544271	14.5714285714286_13.8181818181818_14.24	NA_NA_NA	0.425333012105696_0.163943819204289_0.310321767229077	0.16
som_small_2Layer_25_100_0.05;0.01	12.4143856047234_0.000426039156729758	14_11_25	8.15226082042212_1.43669028987706_5.19740978698229	0.0104516664700548_0.36559947212052_0.166716700956259	114.13165148591_15.8035931886476_129.935244674557	0.146323330580767_4.02159419332571_4.16791752390648	15.1428571428571_13.0909090909091_14.24	NA_NA_NA	0.395162638534369_0.18687009362819_0.30351391877565	0.161
som_small_2Layer_25_100_0.08;0.01	14.1576700991783_0.000168110339875991	13_12_25	9.10262808604559_1.01344684805552_5.21982109181036	0.00785778225200399_0.479405531945687_0.234200702104972	118.334165118593_12.1613621766663_130.495527295259	0.102151169276052_5.75286638334825_5.8550175526243	14.5384615384615_13.9166666666667_14.24	NA_NA_NA	0.428361098400755_0.147876866490997_0.293728667084071	0.248
som_small_2Layer_25_100_0.08;0.01	16.7105274860514_4.35387245341645e-05	12_13_25	11.4000523097372_1.04199036630475_6.01386009915232	0.00410050182722288_0.523007942681923_0.273932371071667	136.800627716846_13.5458747619618_150.346502478808	0.0492060219266746_6.79910325486499_6.84830927679167	15.6666666666667_12.9230769230769_14.24	NA_NA_NA	0.449699260373418_0.148130150288636_0.292883323129331	0.16
som_small_2Layer_25_100_0.08;0.01	17.8016013891005_2.45176804207185e-05	16_8_24	8.19609181174645_0.858221998112981_5.75013520720196	0.0175021484177932_0.532916728940288_0.189307008591958	131.137468987943_6.86577598490384_138.003244972847	0.280034374684691_4.26333383152231_4.543368206207	14.875_14.25_14.6666666666667	NA_NA_NA	0.392598104126155_0.133326216083982_0.306174141445431	0.161
som_small_2Layer_25_200_0.05;0.001	19.35187482246_1.08712458966952e-05	10_15_25	11.6050295664187_1.54795851012585_5.57078693264298	0.00271861337164751_0.328511017105768_0.19819405561212	116.050295664187_23.2193776518878_139.269673316075	0.0271861337164751_4.92766525658652_4.954851390303	15.2_13.6_14.24	NA_NA_NA	0.464905373964363_0.18873987698352_0.299206075775857	0.305
som_small_2Layer_25_200_0.05;0.001	17.7187734695796_2.5608673945438e-05	14_11_25	9.07961679561555_1.28008264789288_5.64782177061758	0.00766551894087219_0.419486941487027_0.18886694486118	127.114635138618_14.0809091268217_141.195544265439	0.107317265172211_4.6143563563573_4.72167362152951	14.6428571428571_13.7272727272727_14.24	NA_NA_NA	0.423701632536219_0.171196987834613_0.312599588867512	0.301
som_small_2Layer_25_200_0.05;0.001	17.2636692853715_3.25348446342173e-05	13_12_25	9.72370171902839_1.18392068205813_5.62460682128267	0.00564424617319408_0.496330770667903_0.241173777930654	126.408122347369_14.2070481846976_140.615170532067	0.073375200251523_5.95596924801483_6.02934444826636	14.4615384615385_14_14.24	NA_NA_NA	0.436305170417225_0.151494207300683_0.299595908121285	0.3
som_small_2Layer_25_200_0.05;0.01	16.0038448948404_6.32139741709417e-05	14_11_25	9.58496483213863_0.557467407094992_5.61286596511943	0.00821587455931018_0.59595675480257_0.266821861866344	134.189507649941_6.13214147804491_140.321649127986	0.115022243830343_6.55552430282827_6.67054654665861	14.5_13.9090909090909_14.24	NA_NA_NA	0.434402811340726_0.123034097612749_0.297400577300416	0.306
som_small_2Layer_25_200_0.05;0.01	17.4515504945946_2.94723804352919e-05	11_14_25	10.6433735244617_1.28136940735203_5.4006512188803	0.00655596652992717_0.412680352079563_0.233985622437723	117.077108769079_17.9391717029284_135.016280472007	0.0721156318291989_5.77752492911388_5.84964056094308	14.5454545454545_14_14.24	NA_NA_NA	0.450242800837796_0.163299803954698_0.289554722583261	0.295
som_small_2Layer_25_200_0.05;0.01	15.1088837637128_0.000101484584471141	14_11_25	10.2532170305069_0.765328446095832_6.07854605336604	0.0046292838748184_0.555945594996388_0.247208460768309	143.545038427097_8.41861290705415_151.963651334151	0.0648099742474576_6.11540154496027_6.18021151920773	15_13.2727272727273_14.24	NA_NA_NA	0.442400399514698_0.136958768592178_0.308006081908789	0.304
som_small_2Layer_25_200_0.08;0.01	16.18202530976_5.75374946791137e-05	12_13_25	9.11246898551508_1.45886375013358_5.1325942631167	0.0108039055187878_0.397337453258541_0.21180135034346	109.349627826181_18.9652287517366_128.314856577917	0.129646866225454_5.16538689236103_5.29503375858649	16.1666666666667_12.4615384615385_14.24	NA_NA_NA	0.399084249084249_0.196744556178584_0.293867608773303	0.365
som_small_2Layer_25_200_0.08;0.01	16.6118896232649_4.58626102887303e-05	15_10_25	8.56142276839677_1.06633616860105_5.56338812847848	0.011913708385318_0.465240594082626_0.193244462664241	128.421341525952_10.6633616860105_139.084703211962	0.17870562577977_4.65240594082626_4.83111156660603	14.2666666666667_14.2_14.24	NA_NA_NA	0.412425845371979_0.14154602463813_0.304073917078439	0.3
